id,value,captured_a,latitude,longitude
15500999,20283,2012-01-18,37.414864999999999,141.028494999999992
15500998,19713,2012-01-18,37.414991666666999,141.028214999999989
15501000,20667,2012-01-18,37.414816666667001,141.028568333330014
15501002,21206,2012-01-18,37.414786666666998,141.028611666670002
15501003,21220,2012-01-18,37.414776666667002,141.028621666670006
15501001,20916,2012-01-18,37.414791666667000,141.028588333329992
15501004,20809,2012-01-18,37.414760000000001,141.028643333329995
15501063,20432,2012-01-18,37.414698333333000,141.028719999999993
15501064,20394,2012-01-18,37.414696666666998,141.028719999999993
15501062,20504,2012-01-18,37.414696666666998,141.028719999999993
15501066,20243,2012-01-18,37.414696666666998,141.028719999999993
15501065,20339,2012-01-18,37.414696666666998,141.028719999999993
15501054,20717,2012-01-18,37.414696666666998,141.028716666669993
15501058,20629,2012-01-18,37.414695000000002,141.028719999999993
15501060,20647,2012-01-18,37.414695000000002,141.028719999999993
15501061,20630,2012-01-18,37.414695000000002,141.028719999999993
15501056,20629,2012-01-18,37.414695000000002,141.028718333330005
